[00:00:00,000 -> 00:00:02,680] 我突然明白了孙总见我的真正意义
[01:18:14,520 -> 01:18:15,479] 那是个啥店啊
[01:18:15,479 -> 01:18:16,439] 我在尖沙咀
[01:18:16,439 -> 01:18:16,960] 然后
[01:18:16,960 -> 01:18:18,399] 你我也在尖沙咀啊
[01:18:18,840 -> 01:18:20,840] 对是如果你也不理我
[01:18:22,319 -> 01:18:23,319] 尖沙咀然后
[01:18:23,920 -> 01:18:28,399] 我看了一下地图就我是一个重新再下在二楼吃的
[01:18:28,600 -> 01:18:29,199] 海南天
[01:18:29,199 -> 01:18:32,000] 对我在我但我最后在忘记了
[01:18:32,000 -> 01:18:33,199] 就是我今天就是
[01:18:34,180 -> 01:18:36,699] 非常正确的一个跟着instinct
[01:18:36,699 -> 01:18:37,939] 的走的决定就是
[01:18:38,739 -> 01:18:40,840] 我看到忘记了然后看到几家
[01:18:41,340 -> 01:18:42,239] 我感觉哎
[01:18:42,399 -> 01:18:44,239] 这地方才能有点啥但我不知道
[01:18:44,239 -> 01:18:45,000] 然后我去了
[01:18:45,000 -> 01:18:46,680] 一出地铁站我就知道了
[01:18:46,680 -> 01:18:47,680] 这就是对的地方
[01:18:47,680 -> 01:18:49,279] 这就是我想的对的地方
[01:18:49,279 -> 01:18:52,479] 然后就立刻就展开了
[01:18:52,479 -> 01:18:54,680] 就包萝包
[01:18:54,680 -> 01:18:55,960] 一杯冰奶茶
[01:18:55,960 -> 01:18:57,319] 然后再来一碗牛肉面
[01:18:57,319 -> 01:18:58,560] 吃完就歇了
[01:18:58,560 -> 01:19:00,319] 今天就吃不动了
[01:19:00,319 -> 01:19:00,840] 在这边
[01:19:00,840 -> 01:19:02,359] 哈哈哈
[01:19:02,359 -> 01:19:07,199] 然后又在这个所谓妈妈豆腐店
[01:19:07,199 -> 01:19:08,439] 很长久了出一个
[01:19:08,439 -> 01:19:09,439] 做料
[01:19:09,439 -> 01:19:10,399] 各种东西
[01:19:13,800 -> 01:19:14,680] 十吨子
[01:19:14,680 -> 01:19:15,600] 桥下面
[01:19:15,600 -> 01:19:17,000] 就好有坐位
[01:19:17,000 -> 01:19:17,800] 十吨子
[01:19:19,439 -> 01:19:20,039] 高潮
[01:19:20,039 -> 01:19:21,399] 那也是我今天的高潮
[01:19:21,399 -> 01:19:22,800] 因为我今天
[01:19:22,800 -> 01:19:23,680] 对对
[01:19:23,680 -> 01:19:24,880] 对对有高潮
[01:19:24,880 -> 01:19:25,079] 有高手
[01:19:25,079 -> 01:19:25,800] 有高手
[01:19:25,800 -> 01:19:26,960] 最终就投这么高
[01:19:26,960 -> 01:19:28,319] 每天
[01:19:28,319 -> 01:19:29,640] 不一定常发生
[01:19:34,239 -> 01:19:35,760] 就是发现一些
[01:19:35,760 -> 01:19:36,960] 就不是特别刻意
[01:19:36,960 -> 01:19:38,840] 但最终发现一些东西
[01:19:41,239 -> 01:19:42,720] 你一般吃啥呢
[01:19:42,720 -> 01:19:44,000] 还有好啥
[01:19:44,000 -> 01:19:45,119] 你晚上都吃啥晚上我好想吃你晚上都吃啥
[01:19:45,119 -> 01:19:47,920] 晚上吃我妈做的饭
[01:19:47,920 -> 01:19:51,520] 我妈过来之后基本上
[01:19:51,520 -> 01:19:54,920] 基本上能在家吃饭就在家吃饭
[01:19:54,920 -> 01:19:55,800] 那绝对吧
[01:19:55,800 -> 01:19:58,000] 天天湖南菜
[01:19:58,000 -> 01:20:02,479] 我们出去吃一般就吃
[01:20:02,479 -> 01:20:03,560] 你有休息室吗
[01:20:03,560 -> 01:20:04,079] 没有
[01:20:04,079 -> 01:20:05,000] 你也是不休息我们出去吃一般就会吃要息时间吗没有你也是北京人
[01:20:05,000 -> 01:20:07,000] 我们出去吃一般就会吃
[01:20:07,000 -> 01:20:09,000] 要么就是吃那种海鲜类的
[01:20:09,000 -> 01:20:12,000] 然后就是跟朋友聚在家里
[01:20:12,000 -> 01:20:13,000] 有的火锅
[01:20:13,000 -> 01:20:15,000] 要么就是火锅这些东西
[01:20:15,000 -> 01:20:17,000] 然后还有就是香菜
[01:20:17,000 -> 01:20:19,000] 深圳吃的其实相对比较少的
[01:20:19,000 -> 01:20:20,000] 它的品种比较多
[01:20:20,000 -> 01:20:22,000] 对 我相信深圳还是不是那么的
[01:20:22,000 -> 01:20:23,000] 对 都是连锁店
[01:20:23,000 -> 01:20:24,000] 深圳吃的可爽啊老板
[01:20:24,000 -> 01:20:25,840] 都是连锁店
[01:20:25,840 -> 01:20:27,840] 就是它不会像香港
[01:20:27,840 -> 01:20:28,840] 那么local的东西
[01:20:28,840 -> 01:20:30,199] 对 或者广州有很多local
[01:20:30,199 -> 01:20:32,000] 本地的传承了很久的东西
[01:20:32,000 -> 01:20:33,199] 广州吃都可以
[01:20:33,199 -> 01:20:35,199] 反正深圳但凡一家店好吃
[01:20:35,199 -> 01:20:36,680] 马上就是连锁店
[01:20:36,680 -> 01:20:38,000] 铺到整个深圳
[01:20:38,000 -> 01:20:39,199] 肉
[01:20:39,199 -> 01:20:42,079] 首先这种东西基本上不可定
[01:20:42,079 -> 01:20:43,000] 所以
[01:20:43,000 -> 01:20:44,680] 小南记可以吃一下
[01:20:44,680 -> 01:20:45,000] 小南记在我家路上被分�定所以小南记可以吃一下
[01:20:45,000 -> 01:20:47,000] 小南记在我家路上
[01:20:47,000 -> 01:20:48,000] 粉面嘛
[01:20:48,000 -> 01:20:49,000] 小南记是什么
[01:20:49,000 -> 01:20:52,000] 羊肉煲 鸡煲
[01:20:52,000 -> 01:20:54,000] 炒海鲜
[01:20:54,000 -> 01:20:56,000] 其实有时候回国有一种
[01:20:56,000 -> 01:20:58,000] 太多欧而忘名的感觉
[01:20:58,000 -> 01:20:59,000] 应该就可以去吃了
[01:20:59,000 -> 01:21:01,000] 小南记应该开了
[01:21:01,000 -> 01:21:02,000] 应该开去了
[01:21:02,000 -> 01:21:03,000] 我还看着你吃
[01:21:03,000 -> 01:21:04,000] 我还没吃
[01:21:04,000 -> 01:21:06,000] 我还没吃我们点个你吃我们点个炒粉
[01:21:06,000 -> 01:21:08,000] 点个炒粉
[01:21:08,000 -> 01:21:10,000] 点个鸡煲
[01:21:10,000 -> 01:21:12,000] 我看着你吃
[01:21:12,000 -> 01:21:14,000] 绝对的
[01:21:14,000 -> 01:21:16,000] 那就
[01:21:16,000 -> 01:21:18,000] 要不就撤吧
[01:21:18,000 -> 01:21:20,000] 确定是真的吗
[01:21:20,000 -> 01:21:22,000] 我就回去了
[01:21:22,000 -> 01:21:24,000] 我困得要死
[01:21:24,000 -> 01:21:25,000] 我就住在这困得要死你住这呢我就住在这
[01:21:25,000 -> 01:21:26,000] 这个位置不错
[01:21:26,000 -> 01:21:28,000] 困的我眼泪都出来了
[01:21:28,000 -> 01:21:29,000] 行 早点歇着
[01:21:29,000 -> 01:21:31,000] 好嘞 拜拜
[01:21:31,000 -> 01:21:32,000] 拜拜
[01:21:32,000 -> 01:21:33,000] 去吃吧
[01:21:33,000 -> 01:21:34,000] 谁买的
[01:21:34,000 -> 01:21:35,000] 我来我来我来
